Course Code,Prerequisites
COMP 303,"COMP 206, COMP 250"
COMP 307,COMP 206
COMP 308,COMP 273
COMP 310,COMP 273
COMP 321,COMP 206
COMP 322,"COMP 250, COMP 206, COMP 208"
COMP 330,COMP 251
COMP 345,"COMP 250, MATH 240"
COMP 350,"MATH 222, MATH 223, COMP 202, COMP 208, COMP 250"
COMP 360,"COMP 251, COMP 252, MATH 240, MATH 235, MATH 363"
COMP 361 D 1,"COMP 206, COMP 250"
COMP 361 D 2,COMP 361 D 1
*COMP 362,COMP 252
*COMP 364,BIOL 200
COMP 370,"COMP 206, COMP 250"
COMP 396,
COMP 400,
COMP 401,"COMP 251, BIOL 301"
COMP 402,
COMP 402 D 1,
COMP 402 D 2,"COMP 402 D 1, COMP 402 D 1"
COMP 409,"COMP 251, COMP 302, COMP 310, ECSE 427"
*COMP 417,"COMP 251, MATH 223, ECSE 321, COMP 206"
COMP 421,"COMP 206, COMP 251, COMP 302"
COMP 424,"COMP 206, ECSE 321, MATH 323, COMP 251"
*COMP 445,"COMP 250, MATH 240"
COMP 451,"COMP 251, MATH 222, MATH 223, MATH 323"
COMP 462,"COMP 251, MATH 323, MATH 203, BIOL 309"
COMP 480,
COMP 511,"COMP 251, MATH 223"
COMP 512,"COMP 310, COMP 251"
*COMP 513,"COMP 310, ECSE 427"
COMP 514,"MATH 223, MATH 323, COMP 206, COMP 250"
COMP 520,"COMP 273, COMP 302"
COMP 521,"COMP 251, MATH 223, COMP 303, COMP 361"
COMP 523,"COMP 302, COMP 330"
*COMP 525,"COMP 251, COMP 330"
COMP 527,COMP 302
*COMP 529,COMP 303
*COMP 531,COMP 330
COMP 532,"MATH 240, COMP 330, COMP 360"
COMP 533,"ECSE 321, COMP 303, COMP 361"
COMP 535,"COMP 310, ECSE 427"
COMP 540,"MATH 327, COMP 350"
*COMP 545,"COMP 345, LING 345, COMP 445, LING 445, COMP 550, COMP 551"
COMP 546,
COMP 547,"COMP 360, COMP 362, MATH 323"
COMP 549,"MATH 222, MATH 223, MATH 323"
COMP 550,"MATH 323, ECSE 305, COMP 251, COMP 252"
COMP 551,"MATH 323, ECSE 205, COMP 202, MATH 133, MATH 222"
COMP 552,COMP 362
*COMP 553,"COMP 362, MATH 350, MATH 454, MATH 487"
*COMP 554,"COMP 362, MATH 350"
*COMP 555,COMP 303
COMP 557,"MATH 222, MATH 223, COMP 250, COMP 206"
COMP 558,"COMP 251, MATH 222, MATH 223"
*COMP 559,"MATH 222, MATH 223, COMP 206, COMP 250"
COMP 561,"COMP 251, MATH 323, MATH 203, BIOL 309"
*COMP 562,"MATH 462, COMP 451, COMP 551, MATH 222, MATH 223, MATH 324, ECSE 551"
*COMP 564,COMP 462
COMP 565,"BIOL 202, BIOL 302, MATH 324, COMP 451, COMP 551"
*COMP 566,"COMP 360, MATH 223"
*COMP 567,"COMP 566, MATH 417"
COMP 579,"COMP 451, COMP 551, MATH 222, MATH 223, MATH 323"
*COMP 585,"COMP 303, COMP 424, COMP 551"
COMP 588,"COMP 251, MATH 323, MATH 324"
COMP 596,
COMP 597,
COMP 598,
COMP 599,
*COMP 601,
*COMP 601 D 1,
*COMP 601 D 2,COMP 601 D 1
*COMP 601 N 1,
*COMP 601 N 2,COMP 601 N 1
COMP 602,
COMP 603,
COMP 604,
*COMP 610,
*COMP 611,
*COMP 614,"COMP 421, COMP 435, COMP 535, COMP 512"
*COMP 616 D 1,
*COMP 616 D 2,COMP 616 D 1
*COMP 616 N 1,
*COMP 616 N 2,COMP 616 N 1
*COMP 618,
*COMP 621,"COMP 251, COMP 302, COMP 520"
*COMP 642,"MATH 323, MATH 324, COMP 350"
*COMP 647,COMP 547
*COMP 649,COMP 547
*COMP 652,"COMP 424, COMP 526, ECSE 526, COMP 360, MATH 323, ECSE 305"
*COMP 654,"MATH 222, MATH 223, COMP 360, COMP 451, COMP 551"
*COMP 655,COMP 310
*COMP 667,COMP 409
*COMP 680,COMP 462
COMP 685,
COMP 689,
COMP 690,
COMP 691,
COMP 693,
COMP 694,
COMP 695,
COMP 696,
COMP 697,
COMP 698,
COMP 699,
COMP 700,
*COMP 700 D 1,
*COMP 700 D 2,COMP 700 D 1
COMP 701,
COMP 760,
*COMP 761,
*COMP 762,
*COMP 763,
COMP 764,
*COMP 765,
COMP 766,
COMP 767,
*COMS 200,
COMS 210,
COMS 230,
*COMS 300,"COMS 200, COMS 210, COMS 230"
*COMS 301,
*COMS 301 J 1,"COMS 210, COMS 230"
*COMS 301 J 2,"COMS 310 J 1, COMS 210, COMS 230"
*COMS 301 J 3,"COMS 310 J 2, COMS 210, COMS 230"
COMS 310,"COMS 200, COMS 210, COMS 230, GSFS 200, PHIL 242"
COMS 320,"COMS 200, COMS 210, COMS 230"
COMS 330,"COMS 200, COMS 210, COMS 230"
COMS 340,"COMS 200, COMS 210, COMS 230"
COMS 350,"COMS 200, COMS 210, COMS 230"
*COMS 354,"COMS 200, COMS 210, COMS 230"
*COMS 355,"COMS 210, COMS 200, COMS 230"
COMS 360,COMS 210
COMS 361,"COMS 200, COMS 210, COMS 230"
*COMS 362,"COMS 200, COMS 210, COMS 230"
COMS 400,COMS 301
*COMS 410,"COMS 200, COMS 210, COMS 230, COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362, COMS 365"
*COMS 411,
*COMS 425,"COMS 200, COMS 210, COMS 230, COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362, COMS 365"
COMS 435,"COMS 200, COMS 210, COMS 230"
*COMS 490,"COMS 200, COMS 210, COMS 230, COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362"
COMS 491,"COMS 200, COMS 210, COMS 230, COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362"
COMS 492,"COMS 200, COMS 210, COMS 230, COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362"
*COMS 495,
COMS 497,
COMS 500,
*COMS 501,
*COMS 510,
*COMS 521,
*COMS 541,
*COMS 560,
*COMS 601,
*COMS 608,
*COMS 611,
*COMS 612,
*COMS 613,
*COMS 614,
COMS 616,
*COMS 617,
*COMS 619,
*COMS 623,
*COMS 625,
*COMS 627,
*COMS 629,
COMS 630,
*COMS 631,
*COMS 633,
*COMS 635,
*COMS 637,
*COMS 639,
*COMS 643,
*COMS 644,
COMS 646,
COMS 647,
*COMS 648,
*COMS 649,
*COMS 651,
*COMS 655,
*COMS 670 D 1,
*COMS 670 D 2,
*COMS 675,
*COMS 681,
COMS 682,
COMS 683,
COMS 692,
COMS 693,
COMS 694,
COMS 695,
*COMS 696,
*COMS 697,
COMS 702,
COMS 703,
COMS 730,
CORG 225,
*CORG 225 J 1,
*CORG 225 J 2,
*CORG 225 J 3,
*CORG 225 N 1,
*CORG 225 N 2,CORG 225 N 1
CORG 295,
*CORG 415,"MGCR 222, CORG 225"
CORG 416,"MGCR 222, CORG 225"
CORG 420,"MGCR 222, CORG 225"
CORG 440,"CORG 420, ORGB 423"
CORG 445,"CORG 420, ORGB 423"
CORG 450,
CORG 470,"MGCR 222, CORG 225, CORG 420, ORGB 423"
*CORG 556,
*CORG 556 D 1,
*CORG 556 D 2,CORG 556 D 1
*CORG 556 N 1,
*CORG 556 N 2,CORG 556 N 1
*CORG 590,
*CORG 590 N 1,
*CORG 590 N 2,CORG 590 N 1
CORG 651,
CORG 653,
CORG 654,
CORG 655,
CORG 660,
CORG 661,
CORG 662,
CORG 665,
CORG 667,
*CPAC 101,
*CPAC 102,
*CPAG 220,
CPAG 225,
CPAG 300,
*CPAG 305,
CPAG 400,
CPAG 410,
CPAG 600,
CPAG 610,
CPAG 615,
CPAG 620,
CPAG 625,
*CPD 2 505 Risk Management and Insurance (3 credits),
*CPDV 301,
*CPDV 302,CPDV 301
*CPDV 303,CPDV 301
*CPDV 400,"CFIN 300, CMSC 221, MGCR 341"
*CPDV 402,CPDV 400
"*CPL 2 511 Business Analytics for Decision Making
 (1.5 credits)",
*CPL 2 512 People Analytics for Decision Making (1.5 credits),
*CPL 2 524 Introduction: International Business (3 credits),
"*CPL 2 530 Canadian Import, Export and Customs Regulations
 (3 credits)",
*CPL 2 531 Leadership Theory and Practice (3 credits),
*CPL 2 532 Leading Change (3 credits),
*CPL 2 535 Business in Emerging and Asian Markets (3 credits),
*CPL 2 553 Small Business Management (3 credits),"CACC 520, CMR 2 542"
*CPL 2 554 International Business Policy (3 credits),CPL 2 524
*CPL 2 590 Topics in International Business (3 credits),CPL 2 524
*CPL 2 591 Essentials Coaching Skills (1 credit),
*CPL 2 592 Performance and Developmental Coaching Skills (1 credit),
*CPL 2 593 Transformative Coaching Skills (1 credit),CPL 2 592
*CPL 2 595 Topics in Leadership (3 credits),
*CPL 2 595 D 1 Topics in Leadership (1.5 credits),
*CPL 2 595 D 2 Topics in Leadership (1.5 credits),CPL 2 595 D 1
*CPL 2 595 J 1 Topics in Leadership (1 credit),
*CPL 2 595 J 2 Topics in Leadership (1 credit),
*CPL 2 595 J 3 Topics in Leadership (1 credit),
*CPL 2 595 N 1 Topics in Leadership (1.5 credits),
*CPL 2 595 N 2 Topics in Leadership (1.5 credits),CPL 2 595 N 1
"CPL 2 610 Practical Communication and
 Presentation Skills
 (3 credits)",
"*CPL 2 632 Leading Change and Innovation
 (3 credits)",
"CPL 2 633 Developing Leadership
 Skills (3 credits)",
"CPL 2 634 Leading in Diverse and Inclusive
 Workplaces (3 credits)",
"CPL 2 652 Strategic Management.
 (3 credits)",
*CPL 2 695 Special Topics in Leadership (3 credits),
CPRL 214,
CPRL 220,
CPRL 221,
CPRL 223,
CPRL 224,"CPRL 214, CPRL 223"
CPRL 225,
CPRL 226,"CPRL 214, CPRL 223"
CPRL 227,
*CPRL 228,
CPRL 321,"EDEC 207, CCOM 207, CPRL 214, CPRL 223"
*CPRL 322,"CPRL 224, CPRL 225, CPRL 226, CPRL 227, CPRL 320, CPRL 321"
*CPRL 515,
*CPRL 532,
*CPRL 534,"CPRL 510, CPRL 520"
*CPRL 535,
CPRL 610,
CPRL 620,
CPRL 630,
CPRL 631,
CPRL 633,
CPRL 636,
CPRL 641,
CPRL 644,
CPRL 690,
CPRL 691,
*CSCI 010,
*CSCI 011,CSCI 010
*CSCI 020,
*CSCI 021,
*CSCI 022,CSCI 021
*CSCI 030,
*CSCI 031,CSCI 030
*CSCI 040,
*CSCI 041,
*CSCI 101,
*CSCI 102,
*CSCI 103,
*CSCI 104,
CSNM 605,CMS 2 500
CSNM 608,CMS 2 500
CSNM 610,CMS 2 500
*CSNM 612,
*CSNM 615,
*CSNM 620,
*CSNM 630,
CSNM 632,
CSNM 635,
*CSNM 640,
CSNM 650,
*CSNM 690,
*CSPN 541,
*CSPN 542,CSPN 541
*CSPN 544,CSPN 541
CTPT 200,
CTPT 201,
CTPT 202,
CTPT 206,
CTPT 208,
CTPT 310,"CMSC 000, CTPT 202"
CTPT 311,CTPT 200
CTPT 410,
CTPT 430,"CTPT 200, CTPT 201, CTPT 202, CTPT 206, CTPT 208"
DENT 101 J 1,
DENT 101 J 2,DENT 101 J 1
*DENT 101 J 3,DENT 101 J 2
*DENT 111 J 1,
*DENT 111 J 2,
*DENT 111 J 3,
DENT 112,
DENT 113,
DENT 113 D 1,
DENT 113 D 2,DENT 113 D 1
DENT 114 D 1,
DENT 114 D 2,
DENT 125 D 1,
DENT 125 D 2,DENT 125 D 1
DENT 206,
DENT 206 D 1,
DENT 206 D 2,DENT 206 D 1
DENT 208 D 1,
*DENT 208 D 2,DENT 208 D 1
DENT 210,"DENT 101 J 1, J 2"
DENT 213,
*DENT 213 D 1,
*DENT 213 D 2,DENT 213 D 1
DENT 215 D 1,
*DENT 215 D 2,DENT 215 D 1
DENT 217,
DENT 218 D 1,
*DENT 218 D 2,DENT 218 D 1
DENT 220 D 1,
*DENT 220 D 2,DENT 220 D 1
DENT 221 D 1,
*DENT 221 D 2,
DENT 222 D 1,
*DENT 222 D 2,DENT 222 D 1
DENT 224 D 1,
*DENT 224 D 2,DENT 224 D 1
DENT 225,"DENT 125 D 1, D 2"
DENT 225 D 1,"DENT 125 D 1, D 2"
DENT 225 D 2,"DENT 225 D 1, DENT 125 D 1, D 2"
*DENT 231,
*DENT 232,
DENT 305 D 1,
*DENT 305 D 2,DENT 305 D 1
*DENT 306 D 1,DENT 206
*DENT 306 D 2,"DENT 206, DENT 306 D 1"
DENT 307 D 1,
DENT 307 D 2,DENT 307 D 1
DENT 309,
DENT 309 J 1,
DENT 309 J 2,DENT 309 J 1
*DENT 309 J 3,DENT 309 J 2
DENT 310 J 1,
DENT 310 J 2,DENT 310 J 1
*DENT 310 J 3,DENT 310 J 2
DENT 311 J 1,
DENT 311 J 2,DENT 311 J 1
*DENT 311 J 3,DENT 311 J 2
*DENT 312,DENT 310
DENT 313 D 1,
DENT 313 D 2,DENT 313 D 1
DENT 315 J 1,
DENT 315 J 2,DENT 315 J 1
*DENT 315 J 3,DENT 315 J 2
DENT 316 D 1,
DENT 316 D 2,DENT 316 D 1
DENT 317 D 1,
DENT 317 D 2,DENT 317 D 1
*DENT 317 J 1,
*DENT 317 J 2,DENT 317 J 1
*DENT 317 J 3,DENT 317 J 2
DENT 318 J 1,
DENT 318 J 2,DENT 318 J 1
*DENT 318 J 3,DENT 318 J 2
DENT 319 D 1,
DENT 319 D 2,DENT 319 D 1
*DENT 319 J 1,
*DENT 319 J 2,DENT 319 J 1
*DENT 319 J 3,DENT 319 J 2
DENT 320,
DENT 320 J 1,
DENT 320 J 2,DENT 106 J 1
*DENT 320 J 3,DENT 106 J 2
DENT 322 J 1,
DENT 322 J 2,DENT 322 J 1
*DENT 322 J 3,DENT 322 J 2
DENT 323,
DENT 323 J 1,
DENT 323 J 2,DENT 323 J 1
*DENT 323 J 3,DENT 323 J 2
DENT 325 D 1,
DENT 325 D 2,DENT 325 D 1
*DENT 326,
DENT 337,
DENT 406 D 1,
DENT 406 D 2,DENT 406 D 1
DENT 407 D 1,
DENT 407 D 2,
DENT 409,
*DENT 409 J 1,
*DENT 409 J 2,DENT 409 J 1
*DENT 409 J 3,DENT 409 J 2
DENT 410 D 1,
DENT 410 D 2,DENT 410 D 1
DENT 411 D 1,"DENT 311 J 1, J 2"
DENT 411 D 2,DENT 411 D 1
DENT 412 D 1,
DENT 412 D 2,DENT 412 D 1
*DENT 412 J 1,
*DENT 412 J 2,DENT 412 J 1
*DENT 412 J 3,DENT 412 J 2
DENT 413,
DENT 415 D 1,
DENT 415 D 2,DENT 415 D 1
*DENT 415 J 1,
*DENT 415 J 2,DENT 415 J 1
*DENT 415 J 3,DENT 415 J 2
DENT 416 D 1,
DENT 416 D 2,DENT 416 D 1
DENT 418 D 1,
DENT 418 D 2,DENT 418 D 1
*DENT 418 J 1,
*DENT 418 J 2,DENT 418 J 1
*DENT 418 J 3,DENT 418 J 2
DENT 423 D 1,
DENT 423 D 2,DENT 423 D 1
*DENT 423 J 1,
*DENT 423 J 2,DENT 423 J 1
*DENT 423 J 3,DENT 423 J 2
*DENT 425 D 1,
*DENT 425 D 2,DENT 425 D 1
*DENT 428 D 1,
*DENT 428 D 2,DENT 428 D 1
DENT 429,
DENT 437,
DENT 504,
DENT 505,
DENT 509,DENT 505
*DENT 520,
DENT 521 D 1,DENT 520
DENT 521 D 2,"DENT 520, DENT 521 D 1"
*DENT 522 D 1,DENT 521
*DENT 522 D 2,"DENT 521, DENT 522 D 1"
*DENT 523 D 1,DENT 522
*DENT 523 D 2,"DENT 522, DENT 523 D 1"
DENT 524 D 1,DENT 520
DENT 524 D 2,"DENT 520, DENT 524 D 1"
*DENT 525,DENT 524
*DENT 526 D 1,DENT 525
*DENT 526 D 2,"DENT 525, DENT 526 D 1"
*DENT 527,DENT 526
*DENT 528 D 1,DENT 527
*DENT 528 D 2,"DENT 527, DENT 528 D 1"
*DENT 529,DENT 528
DENT 571 J 1,
DENT 571 J 2,DENT 571 J 1
*DENT 571 J 3,DENT 571 J 2
DENT 575,
DENT 576,DENT 575
*DENT 577,DENT 576
DENT 578,
DENT 580,
*DENT 580 D 1,
DENT 580 D 2,DENT 580 D 1
DENT 581 J 1,
DENT 581 J 2,DENT 581 J 1
*DENT 581 J 3,DENT 581 J 2
DENT 582 J 1,"DENT 581 J 1, J 2"
DENT 582 J 2,DENT 582 J 1
*DENT 582 J 3,DENT 582 J 2
DENT 583,"DENT 582 J 1, J 2"
DENT 583 J 1,"DENT 582 J 1, J 2"
DENT 583 J 2,DENT 583 J 1
*DENT 583 J 3,DENT 583 J 2
DENT 584 J 1,
DENT 584 J 2,DENT 584 J 1
*DENT 584 J 3,DENT 584 J 2
DENT 585 J 1,"DENT 583, DENT 583 J 1, J 2"
DENT 585 J 2,DENT 585 J 1
*DENT 585 J 3,DENT 585 J 2
*DENT 610,
DENT 614,
*DENT 615,
DENT 625,
DENT 650,
DENT 651,
DENT 652,
*DENT 652 D 1,
*DENT 652 D 2,DENT 652 D 1
DENT 653,
*DENT 653 D 1,
DENT 653 D 2,DENT 653 D 1
DENT 654,
DENT 663,
DENT 664,DENT 663
*DENT 665,
DENT 668,
*DENT 669,
DENT 670,
DENT 671,
DENT 671 D 1,
DENT 671 D 2,DENT 671 D 1
*DENT 671 N 1,
*DENT 671 N 2,DENT 671 N 1
*DENT 672,
*DENT 679,DENT 509
DENT 681,
DENT 682,
*DENT 682 D 1,
DENT 682 D 2,
DENT 683,
DENT 685,
DENT 686,
DENT 688,
DENT 690,
DENT 700,
DENT 701,DENT 700
*DENT 706,
DENT 786,
*DENT 786 D 1,
*DENT 786 D 2,DENT 786 D 1
*DUMY 100,
*EAST 199,
EAST 211,
EAST 212,
EAST 213,
EAST 215,
EAST 220,
EAST 220 D 1,
EAST 220 D 2,EAST 220 D 1
EAST 230,
EAST 230 D 1,
EAST 230 D 2,EAST 230 D 1
EAST 240,
EAST 240 D 1,
EAST 240 D 2,EAST 240 D 1
EAST 241,
EAST 242,EAST 241
*EAST 250,
*EAST 279,
EAST 303,
EAST 304,
EAST 305,
*EAST 306,
*EAST 307,EAST 211
*EAST 308,EAST 211
*EAST 313,
*EAST 314,
*EAST 319,
EAST 320,EAST 220
EAST 320 D 1,EAST 220
EAST 320 D 2,EAST 320 D 1
*EAST 328,
EAST 330,EAST 230
EAST 330 D 1,EAST 230
EAST 330 D 2,EAST 330 D 1
EAST 340,EAST 240
EAST 340 D 1,EAST 240
EAST 340 D 2,EAST 340 D 1
EAST 341,
EAST 342,EAST 341
EAST 350,EAST 211
*EAST 351,EAST 211
*EAST 352,EAST 211
EAST 353,EAST 211
*EAST 356,
*EAST 357,
*EAST 358,
*EAST 360,
*EAST 361,
*EAST 362,
*EAST 363,EAST 212
EAST 364,
EAST 368,
*EAST 369,
*EAST 370,
*EAST 372,
EAST 375,EAST 213
EAST 377,
*EAST 385,
EAST 388,
*EAST 389,
*EAST 390,"EAST 211, HIST 208, HIST 218"
*EAST 399,
*EAST 420,
*EAST 421,EAST 420
EAST 430 D 1,EAST 330
EAST 430 D 2,EAST 430 D 1
*EAST 437,
EAST 440,
EAST 440 D 1,EAST 340
EAST 440 D 2,EAST 440 D 1
*EAST 453,
EAST 454,EAST 353
*EAST 458,
*EAST 461,
*EAST 462,
*EAST 464,
EAST 467,EAST 362
*EAST 468,"EAST 211, EAST 212, EAST 213"
EAST 477,
*EAST 478,EAST 213
*EAST 491,
*EAST 492,
EAST 493,
EAST 494,
EAST 495,
EAST 495 D 1,
EAST 495 D 2,EAST 495 D 1
*EAST 495 N 1,
*EAST 495 N 2,EAST 495 N 1
EAST 498 D 1,
EAST 498 D 2,EAST 498 D 1
*EAST 498 N 1,
*EAST 498 N 2,EAST 498 N 1
*EAST 499,
EAST 501,
*EAST 502,
EAST 503,
EAST 504,
*EAST 505,
EAST 515,
EAST 525,EAST 400
*EAST 527,EAST 400
EAST 530 D 1,EAST 430
EAST 530 D 2,EAST 530 D 1
EAST 533,EAST 330
*EAST 534,EAST 330
*EAST 535,"EAST 430 D 1, EAST 430 D 2"
*EAST 536,EAST 535
EAST 540 D 1,EAST 440
EAST 540 D 2,EAST 540 D 1
*EAST 544,EAST 543
*EAST 546,EAST 440
*EAST 550,EAST 433
*EAST 551,
EAST 556,EAST 430
*EAST 557,EAST 430
*EAST 559,
EAST 560,"EAST 454, EAST 464, EAST 467"
*EAST 562,
*EAST 564,
*EAST 569,
*EAST 570,
*EAST 576,EAST 420
*EAST 577,EAST 420
*EAST 600,
*EAST 601,
*EAST 621,
*EAST 650,
*EAST 657,
*EAST 680,
*EAST 685,
EAST 690,
EAST 691,
EAST 692,
EAST 693,
EAST 694,
EAST 695,
EAST 696,
EAST 696 D 1,
EAST 696 D 2,EAST 696 D 1
EAST 700 D 1,
EAST 700 D 2,EAST 700 D 1
*EAST 701,
ECON 199,
*ECON 205,
ECON 208,
ECON 209,ECON 208
ECON 219,
*ECON 221,
ECON 223,ECON 208
ECON 225,
ECON 227,
ECON 227 D 1,
ECON 227 D 2,ECON 227 D 1
ECON 230,
ECON 230 D 1,
ECON 230 D 2,ECON 230 D 1
ECON 250 D 1,"MATH 140, MATH 141"
ECON 250 D 2,ECON 250 D 1
ECON 257 D 1,
ECON 257 D 2,ECON 257 D 1
*ECON 295,
ECON 302,"ECON 208, ECON 209"
*ECON 303,"ECON 208, ECON 209"
ECON 304,"ECON 208, ECON 209"
ECON 305,"ECON 208, ECON 209"
ECON 306,"ECON 208, ECON 209, ECON 230 D 1, D 2, ECON 250 D 1, D 2"
*ECON 308,"ECON 208, ECON 209"
ECON 310,ECON 208
ECON 313,"ECON 208, ECON 209"
ECON 314,ECON 313
ECON 316,"ECON 208, ECON 209"
*ECON 318,ECON 316
ECON 319,"ECON 208, ECON 209"
ECON 326,"ECON 208, ECON 209"
*ECON 330 D 2,ECON 330 D 1
ECON 332,"ECON 230 D 1, ECON 250 D 1"
ECON 333,ECON 332
*ECON 334,"ECON 208, ECON 209"
*ECON 335,"ECON 208, ECON 209"
*ECON 336,"ECON 208, ECON 209, ECON 230 D 1, D 2"
ECON 337,"ECON 227, ECON 257"
ECON 338,ECON 337
ECON 347,"ECON 208, ECON 209"
ECON 348,"ECON 230 D 1, ECON 230 D 2, ECON 227 D 1, ECON 227 D 2"
*ECON 350,"ECON 230 D 1, D 2"
ECON 353,"ECON 250 D 1, ECON 250 D 2"
ECON 354,ECON 353
ECON 399,
ECON 405,"ECON 230, ECON 250"
*ECON 406,"ECON 230, ECON 250, ECON 227, ECON 257"
ECON 408,"ECON 230 D 1, D 2"
ECON 409,ECON 408
*ECON 411,"ECON 230, ECON 250"
ECON 416,"ECON 230, ECON 250, ECON 227 D 1, D 2"
ECON 420,"ECON 230, ECON 250"
ECON 423,"ECON 230 D 1, D 2, ECON 250 D 1, D 2"
ECON 424,"ECON 230 D 1, D 2, ECON 250 D 1, D 2"
ECON 426,"ECON 230 D 1, D 2, ECON 250 D 1, D 2, ECON 306 D 1, D 2"
*ECON 430,"ECON 230 D 1, D 2, ECON 250 D 1, D 2, ECON 227 D 1, D 2, ECON 257 D 1, D 2, MATH 122, MATH 139, MATH 140, MATH 150"
ECON 434,"ECON 230, ECON 250"
ECON 437,"ECON 337, ECON 338"
*ECON 440,"ECON 208, ECON 227"
ECON 447,"ECON 230, ECON 250"
ECON 450,"ECON 250 D 1, ECON 250 D 2, ECON 352 D 1, ECON 352 D 2"
ECON 452,"ECON 250 D 1, ECON 250 D 2, ECON 352 D 1, ECON 352 D 2"
*ECON 453,"ECON 250 D 1, D 2"
ECON 454,"ECON 250 D 1, D 2"
*ECON 459,"ECON 230, ECON 250"
ECON 460,ECON 250
*ECON 461,ECON 250
*ECON 462,"ECON 227, ECON 257, ECON 330, ECON 352"
ECON 468,"ECON 257 D 1, D 2"
ECON 469,ECON 468
ECON 473,"ECON 230, ECON 250, ECON 227, ECON 257"
ECON 480,
ECON 510,"ECON 230, ECON 250"
*ECON 511,
*ECON 525,"ECON 250, ECON 352"
*ECON 531,"ECON 230, ECON 250"
ECON 546,"ECON 230, ECON 250"
*ECON 581,"ECON 230 D 1, D 2, ECON 250 D 1, D 2, ECON 330 D 1, D 2, ECON 352 D 1, D 2"
*ECON 610,
*ECON 611,
*ECON 620,
*ECON 621,
*ECON 623,
*ECON 624,
*ECON 624 D 1,
*ECON 624 D 2,ECON 624 D 1
*ECON 625,
ECON 634,
*ECON 637,
*ECON 641,
*ECON 647,
*ECON 650,
ECON 651,
*ECON 652,
*ECON 653,
*ECON 654,
*ECON 661,
ECON 662,
ECON 663,ECON 662
*ECON 664,
*ECON 665,
*ECON 670,
*ECON 671,
*ECON 672,
ECON 680,
ECON 681,
*ECON 681 D 1,
*ECON 681 D 2,ECON 681 D 1
ECON 682,
*ECON 682 D 1,
*ECON 682 D 2,ECON 682 D 1
ECON 683,
*ECON 688,
ECON 701,
ECON 702,
ECON 703,
ECON 704,
ECON 705,
ECON 706,"ECON 610, ECON 620"
ECON 709,
ECON 710,
ECON 711,
ECON 712,
ECON 713,
*ECON 720,
*ECON 721,
ECON 722,"ECON 712, ECON 713"
ECON 724,
*ECON 726,
ECON 734,
*ECON 737,
ECON 741,
ECON 742,"ECON 662, ECON 634, ECON 641"
*ECON 744,
ECON 761,
*ECON 762,
*ECON 762 D 1,
*ECON 762 D 2,ECON 762 D 1
ECON 763,
*ECON 765,
ECON 770,
ECON 771,"ECON 770, ECON 771"
ECSE 200,PHYS 142
ECSE 201,"ECSE 250, COMP 250, ECSE 223, CCOM 206, WCOM 206"
*ECSE 202,
ECSE 205,
ECSE 206,ECSE 200
ECSE 209,PHYS 142
ECSE 210,ECSE 200
ECSE 211,"ECSE 200, ECSE 202, COMP 202"
ECSE 222,"COMP 202, ECSE 202"
ECSE 223,"ECSE 250, COMP 250"
ECSE 250,COMP 202
ECSE 251,"ECSE 200, MATH 262"
ECSE 301,"ECSE 201, ECSE 321"
*ECSE 303,"ECSE 210, MATH 247, MATH 270, MATH 271"
*ECSE 305,"ECSE 303, ECSE 306"
ECSE 307,"ECSE 206, ECSE 210"
ECSE 308,"ECSE 205, ECSE 206"
ECSE 310,"ECSE 200, ECSE 205, ECSE 222"
ECSE 316,"COMP 251, ECSE 200, MATH 263"
ECSE 321,"ECSE 223, COMP 202, COMP 208, ECSE 202"
ECSE 324,"ECSE 200, ECSE 222, COMP 206"
ECSE 325,ECSE 324
ECSE 326,"ECSE 223, COMP 303"
*ECSE 330,ECSE 210
ECSE 331,ECSE 210
*ECSE 334,"ECSE 291, ECSE 303, ECSE 306, ECSE 330"
ECSE 335,ECSE 331
ECSE 343,"ECSE 205, MATH 263, ECSE 250, COMP 250"
ECSE 353,"ECSE 210, MATH 262, MATH 263"
ECSE 354,ECSE 251
ECSE 362,"ECSE 210, ECSE 251"
ECSE 396,
ECSE 397,ECSE 396
ECSE 401,"ECSE 301, ECSE 326"
ECSE 402,ECSE 401
ECSE 403,ECSE 307
*ECSE 404,
ECSE 405,"ECSE 303, ECSE 206, ECSE 352, ECSE 354"
ECSE 408,"ECSE 205, ECSE 308"
ECSE 412,"ECSE 206, ECSE 304, ECSE 306"
ECSE 415,"ECSE 206, ECSE 316, ECSE 205"
ECSE 416,"ECSE 250, COMP 250, ECSE 205, ECSE 308, ECSE 316"
ECSE 420,ECSE 427
ECSE 421,ECSE 324
*ECSE 422,"ECSE 324, ECSE 250, COMP 250"
ECSE 423,ECSE 354
ECSE 424,"ECSE 324, ECSE 250, ECSE 324, COMP 250, COMP 251, COMP 273"
ECSE 425,ECSE 324
*ECSE 426,"CCOM 206, WCOM 206, ECSE 323"
